wave21	wave20
-44.658	1531.8421
-37.766	1531.8816
-36.323	1531.9211
-36.214	1531.9605
-36.555	1532
-38.108	1532.0395
-41.804	1532.0789
-47.487	1532.1184
-51.843	1532.1579
-54.343	1532.1974
-57.38	1532.2368
-58.813	1532.2763
-60.167	1532.3158
-59.465	1532.3553
-64.065	1532.3947
-210	1532.4342
-66.651	1532.4737
-58.118	1532.5132
-53.75	1532.5526
-48.784	1532.5921
-43.213	1532.6316
-37.832	1532.6711
-36.919	1532.7105
-36.794	1532.75
-37.011	1532.7895
-38.502	1532.8289
-42.937	1532.8684
-49.055	1532.9079
-53.274	1532.9474
-55.915	1532.9868
-57.826	1533.0263
-58.981	1533.0658
-57.054	1533.1053
-59.02	1533.1447
-64.458	1533.1842
-63.297	1533.2237
-61.96	1533.2632
-57.416	1533.3026
-50.473	1533.3421
-47.982	1533.3816
-42.788	1533.4211
-37.367	1533.4605
-36.326	1533.5
-36.232	1533.5395
-36.54	1533.5789
-37.931	1533.6184
-41.59	1533.6579
-47.216	1533.6974
-51.43	1533.7368
-53.957	1533.7763
-57.985	1533.8158
-59.05	1533.8553
-62.196	1533.8947
-75.37	1533.9342
-210	1533.9737
-210	1534.0132
-59.892	1534.0526
-58.148	1534.0921
-52.344	1534.1316
-48.699	1534.1711
-43.434	1534.2105
-37.483	1534.25
-36.584	1534.2895
-36.482	1534.3289
-36.686	1534.3684
-37.671	1534.4079
-41.218	1534.4474
-47.454	1534.4868
-52.822	1534.5263
-54.666	1534.5658
-56.366	1534.6053
-58.343	1534.6447
-56.943	1534.6842
-64.666	1534.7237
-210	1534.7632
-65.759	1534.8026
-210	1534.8421
-61.122	1534.8816
-51.923	1534.9211
-48.497	1534.9605
-44.551	1535
-38.094	1535.0395
-36.379	1535.0789
-36.185	1535.1184
-36.469	1535.1579
-37.77	1535.1974
-40.793	1535.2368
-46.477	1535.2763
-50.893	1535.3158
-53.933	1535.3553
-55.541	1535.3947
-57.24	1535.4342
-65.756	1535.4737
-62.378	1535.5132
-61.841	1535.5526
-63.969	1535.5921
-62.442	1535.6316
-59.995	1535.6711
-53.492	1535.7105
-49.238	1535.75
-45.606	1535.7895
-38.21	1535.8289
-36.405	1535.8684
-36.205	1535.9079
-36.351	1535.9474
-37.29	1535.9868
-40.202	1536.0263
-46.048	1536.0658
-51.477	1536.1053
-53.975	1536.1447
-55.268	1536.1842
-57.998	1536.2237
-63.211	1536.2632
-62.635	1536.3026
-58.436	1536.3421
-66.503	1536.3816
-63.134	1536.4211
-58.539	1536.4605
-55.036	1536.5
-49.03	1536.5395
-45.407	1536.5789
-38.671	1536.6184
-36.561	1536.6579
-36.3	1536.6974
-36.333	1536.7368
-37.085	1536.7763
-39.645	1536.8158
-44.541	1536.8553
-49.848	1536.8947
-53.713	1536.9342
-56.063	1536.9737
-57.995	1537.0132
-60.836	1537.0526
-58.408	1537.0921
-210	1537.1316
-210	1537.1711
-62.392	1537.2105
-60.214	1537.25
-55.612	1537.2895
-49.381	1537.3289
-47.256	1537.3684
-40.31	1537.4079
-36.362	1537.4474
-35.926	1537.4868
-35.962	1537.5263
-36.411	1537.5658
-38.058	1537.6053
-41.856	1537.6447
-47.939	1537.6842
-52.881	1537.7237
-53.576	1537.7632
-56.062	1537.8026
-61.111	1537.8421
-59.186	1537.8816
-210	1537.9211
-61.483	1537.9605
-65.22799999999999	1538
-64.875	1538.0395
-57.041	1538.0789
-51.436	1538.1184
-47.989	1538.1579
-41.676	1538.1974
-37.013	1538.2368
-36.425	1538.2763
-36.375	1538.3158
-36.741	1538.3553
-38.59	1538.3947
-42.851	1538.4342
-48.142	1538.4737
-51.844	1538.5132
-55.166	1538.5526
-55.611	1538.5921
-61.406	1538.6316
-59.47	1538.6711
-57.512	1538.7105
-59.808	1538.75
-210	1538.7895
-62.083	1538.8289
-58.407	1538.8684
-51.515	1538.9079
-48.074	1538.9474
-44.686	1538.9868
-37.815	1539.0263
-35.849	1539.0658
-35.672	1539.1053
-35.872	1539.1447
-37.017	1539.1842
-40.036	1539.2237
-45.563	1539.2632
-50.426	1539.3026
-53.066	1539.3421
-56.405	1539.3816
-57.775	1539.4211
-59.741	1539.4605
-61.461	1539.5
-210	1539.5395
-68.84	1539.5789
-68.569	1539.6184
-58.84	1539.6579
-54.735	1539.6974
-48.889	1539.7368
-44.912	1539.7763
-38.098	1539.8158
-36.488	1539.8553
-36.249	1539.8947
-36.297	1539.9342
-37.06	1539.9737
-39.861	1540.0132
-45.446	1540.0526
-50.757	1540.0921
-54.111	1540.1316
-56.381	1540.1711
-57.693	1540.2105
-59.785	1540.25
-59.355	1540.2895
-65.761	1540.3289
-58.05	1540.3684
-210	1540.4079
-58.793	1540.4474
-54.669	1540.4868
-48.75	1540.5263
-46.752	1540.5658
-39.549	1540.6053
-35.888	1540.6447
-35.51	1540.6842
-35.587	1540.7237
-36.275	1540.7632
-38.202	1540.8026
-42.129	1540.8421
-47.54	1540.8816
-52.155	1540.9211
-56.556	1540.9605
-56.938	1541
-61.864	1541.0395
-57.639	1541.0789
-61.531	1541.1184
-65.012	1541.1579
-61.23	1541.1974
-59.873	1541.2368
-56.253	1541.2763
-52.388	1541.3158
-48.1	1541.3553
-41.085	1541.3947
-36.585	1541.4342
-36.053	1541.4737
-36.032	1541.5132
-36.551	1541.5526
-38.379	1541.5921
-42.613	1541.6316
-48.83	1541.6711
-51.735	1541.7105
-55.722	1541.75
-56.997	1541.7895
-59.171	1541.8289
-61.92	1541.8684
-64.179	1541.9079
-65.34099999999999	1541.9474
-210	1541.9868
-67.05500000000001	1542.0263
-55.977	1542.0658
-50.213	1542.1053
-47.449	1542.1447
-44.768	1542.1842
-37.465	1542.2237
-35.46	1542.2632
-35.299	1542.3026
-35.576	1542.3421
-37.163	1542.3816
-40.654	1542.4211
-45.455	1542.4605
-50.603	1542.5
-54.37	1542.5395
-55.027	1542.5789
-58.27	1542.6184
-59.657	1542.6579
-58.748	1542.6974
-59.444	1542.7368
-61.295	1542.7763
-59.081	1542.8158
-59.226	1542.8553
-53.795	1542.8947
-48.237	1542.9342
-44.768	1542.9737
-37.622	1543.0132
-35.582	1543.0526
-35.307	1543.0921
-35.332	1543.1316
-35.966	1543.1711
-38.481	1543.2105
-44.285	1543.25
-50.09	1543.2895
-53.464	1543.3289
-56.035	1543.3684
-57.948	1543.4079
-58.088	1543.4474
-57.622	1543.4868
-210	1543.5263
-59.752	1543.5658
-63.659	1543.6053
-57.165	1543.6447
-55.656	1543.6842
-48.36	1543.7237
-46.155	1543.7632
-38.858	1543.8026
-35.195	1543.8421
-34.78	1543.8816
-34.743	1543.9211
-35.318	1543.9605
-37.071	1544
-40.778	1544.0395
-46.432	1544.0789
-50.986	1544.1184
-53.211	1544.1579
-56.312	1544.1974
-62.617	1544.2368
-57.778	1544.2763
-58.669	1544.3158
-60.629	1544.3553
-62.088	1544.3947
-63.11	1544.4342
-55.871	1544.4737
-50.43	1544.5132
-46.553	1544.5526
-41.113	1544.5921
-35.137	1544.6316
-34.188	1544.6711
-34.102	1544.7105
-34.448	1544.75
-36.027	1544.7895
-40.123	1544.8289
-45.709	1544.8684
-49.606	1544.9079
-51.929	1544.9474
-54.898	1544.9868
-56.982	1545.0263
-57.446	1545.0658
-64.402	1545.1053
-63.84	1545.1447
-62.757	1545.1842
-63.04	1545.2237
-58.217	1545.2632
-50.894	1545.3026
-46.386	1545.3421
-44.369	1545.3816
-36.634	1545.4211
-33.861	1545.4605
-33.62	1545.5
-33.814	1545.5395
-35.127	1545.5789
-38.201	1545.6184
-42.882	1545.6579
-47.925	1545.6974
-51.962	1545.7368
-54.119	1545.7763
-55.963	1545.8158
-55.4	1545.8553
-59.976	1545.8947
-58.519	1545.9342
-210	1545.9737
-60.433	1546.0132
-56.529	1546.0526
-54.153	1546.0921
-47.206	1546.1316
-44.542	1546.1711
-37.886	1546.2105
-33.567	1546.25
-32.99	1546.2895
-32.948	1546.3289
-33.366	1546.3684
-35.353	1546.4079
-40.132	1546.4474
-45.896	1546.4868
-50.144	1546.5263
-52.582	1546.5658
-53.847	1546.6053
-55.545	1546.6447
-59.043	1546.6842
-56.888	1546.7237
-65.417	1546.7632
-210	1546.8026
-61.679	1546.8421
-56.098	1546.8816
-49.27	1546.9211
-46.137	1546.9605
-41.544	1547
-35.403	1547.0395
-34.024	1547.0789
-33.864	1547.1184
-34.055	1547.1579
-35.273	1547.1974
-38.527	1547.2368
-44.087	1547.2763
-48.843	1547.3158
-52.828	1547.3553
-54.321	1547.3947
-58.275	1547.4342
-57.948	1547.4737
-59.983	1547.5132
-63.763	1547.5526
-59.638	1547.5921
-210	1547.6316
-59.165	1547.6711
-53.636	1547.7105
-47.75	1547.75
-44.983	1547.7895
-37.124	1547.8289
-34.656	1547.8684
-34.401	1547.9079
-34.45	1547.9474
-35.049	1547.9868
-37.294	1548.0263
-42.218	1548.0658
-47.682	1548.1053
-51.538	1548.1447
-53.333	1548.1842
-54.857	1548.2237
-57.132	1548.2632
-58.479	1548.3026
-58.806	1548.3421
-66.41200000000001	1548.3816
-210	1548.4211
-69.84699999999999	1548.4605
-57.586	1548.5
-51.082	1548.5395
-48.774	1548.5789
-44.172	1548.6184
-38.217	1548.6579
-36.995	1548.6974
-36.876	1548.7368
-37.177	1548.7763
-38.6	1548.8158
-42.357	1548.8553
-48.301	1548.8947
-52.459	1548.9342
-55.354	1548.9737
-57.25	1549.0132
-58.048	1549.0526
-62.777	1549.0921
-210	1549.1316
-210	1549.1711
-62.261	1549.2105
-60.397	1549.25
-60.49	1549.2895
-55.481	1549.3289
-51.4	1549.3684
-47.473	1549.4079
-40.315	1549.4474
-38.655	1549.4868
-38.46	1549.5263
-38.601	1549.5658
-39.318	1549.6053
-42.082	1549.6447
-47.644	1549.6842
-52.747	1549.7237
-56.042	1549.7632
-58.099	1549.8026
-57.786	1549.8421
-59.362	1549.8816
-210	1549.9211
-210	1549.9605
-72.718	1550
-210	1550.0395
-61.861	1550.0789
-58.466	1550.1184
-55.669	1550.1579
-53.067	1550.1974
-46.847	1550.2368
-42.077	1550.2763
-41.345	1550.3158
-41.303	1550.3553
-41.734	1550.3947
-43.518	1550.4342
-47.037	1550.4737
-52.638	1550.5132
-56.473	1550.5526
-63.532	1550.5921
-64.142	1550.6316
-210	1550.6711
-57.051	1550.7105
-210	1550.75
-69.527	1550.7895
-64.851	1550.8289
-67.173	1550.8684
-61.2	1550.9079
-59.725	1550.9474
-54.83	1550.9868
-52.001	1551.0263
-44.684	1551.0658
-43.106	1551.1053
-42.949	1551.1447
-43.025	1551.1842
-43.886	1551.2237
-46.47	1551.2632
-51.626	1551.3026
-56.861	1551.3421
-57.44	1551.3816
-61.868	1551.4211
-59.401	1551.4605
-62.791	1551.5
-210	1551.5395
-210	1551.5789
-67.711	1551.6184
-210	1551.6579
-210	1551.6974
-210	1551.7368
-56.726	1551.7763
-55.284	1551.8158
-52.785	1551.8553
-46.815	1551.8947
-45.589	1551.9342
-45.483	1551.9737
-45.648	1552.0132
-47.456	1552.0526
-50.782	1552.0921
-55.625	1552.1316
-63.377	1552.1711
-62.591	1552.2105
-65.84099999999999	1552.25
-210	1552.2895
-71.553	1552.3289
-210	1552.3684
-58.501	1552.4079
-67.306	1552.4474
-210	1552.4868
-210	1552.5263
-69.869	1552.5658
-61.872	1552.6053
-57.525	1552.6447
-51.698	1552.6842
-47.683	1552.7237
-47.53	1552.7632
-47.348	1552.8026
-48.017	1552.8421
-50.334	1552.8816
-55.371	1552.9211
-56.829	1552.9605
-57.115	1553
-210	1553.0395
-69.22	1553.0789
-210	1553.1184
-72.09999999999999	1553.1579
-210	1553.1974
-210	1553.2368
-65.444	1553.2763
-63.376	1553.3158
-210	1553.3553
-63.618	1553.3947
-65.29900000000001	1553.4342
-55.692	1553.4737
-51.907	1553.5132
-49.498	1553.5526
-49.305	1553.5921
-49.6	1553.6316
-51.003	1553.6711
-54.003	1553.7105
-56.94	1553.75
-64.384	1553.7895
-210	1553.8289
-61.599	1553.8684
-64.727	1553.9079
-210	1553.9474
-62.588	1553.9868
-65.702	1554.0263
-60.645	1554.0658
-58.106	1554.1053
-210	1554.1447
-210	1554.1842
-69.21599999999999	1554.2237
-59.862	1554.2632
-54.024	1554.3026
-51.51	1554.3421
-51.911	1554.3816
-51.359	1554.4211
-53.425	1554.4605
-54.82	1554.5
-61.649	1554.5395
-63.295	1554.5789
-210	1554.6184
-210	1554.6579
-66.271	1554.6974
-62.093	1554.7368
-210	1554.7763
-62.271	1554.8158
-210	1554.8553
-61.747	1554.8947
-76.937	1554.9342
-210	1554.9737
-210	1555.0132
-59.081	1555.0526
-57.261	1555.0921
-53.181	1555.1316
-52.619	1555.1711
-52.859	1555.2105
-52.413	1555.25
-53.443	1555.2895
-56.24	1555.3289
-59.826	1555.3684
-68.92400000000001	1555.4079
-61.977	1555.4474
-62.697	1555.4868
-76.937	1555.5263
-66.42700000000001	1555.5658
-64.851	1555.6053
-210	1555.6447
-210	1555.6842
-64.432	1555.7237
-67.333	1555.7632
-210	1555.8026
-62.026	1555.8421
-210	1555.8816
-58.224	1555.9211
-55.832	1555.9605
-54.842	1556
-54.998	1556.0395
-55.033	1556.0789
-56.303	1556.1184
-67.852	1556.1579
-67.114	1556.1974
-79.23	1556.2368
-210	1556.2763
-70.229	1556.3158
-63.376	1556.3553
-62.989	1556.3947
-64.146	1556.4342
-210	1556.4737
-62.861	1556.5132
-65.57299999999999	1556.5526
-210	1556.5921
-64.26600000000001	1556.6316
-67.504	1556.6711
-210	1556.7105
-59.044	1556.75
-55.926	1556.7895
-55.475	1556.8289
-56.482	1556.8684
-57.587	1556.9079
-59.444	1556.9474
-210	1556.9868
-210	1557.0263
-67.681	1557.0658
-62.436	1557.1053
-210	1557.1447
-210	1557.1842
-65.327	1557.2237
-67.123	1557.2632
-65.988	1557.3026
-210	1557.3421
-63.308	1557.3816
-210	1557.4211
-210	1557.4605
-210	1557.5
-210	1557.5395
-61.311	1557.5789
-55.865	1557.6184
-58.747	1557.6579
-61.545	1557.6974
-210	1557.7368
-61.512	1557.7763
-63.016	1557.8158
-74.35599999999999	1557.8553
-210	1557.8947
-74.357	1557.9342
-65.857	1557.9737
-67.946	1558.0132
-61.127	1558.0526
-210	1558.0921
-66.45	1558.1316
-62.676	1558.1711
-69.55200000000001	1558.2105
-62.611	1558.25
-65.86199999999999	1558.2895
-210	1558.3289
-59.618	1558.3684
-59.889	1558.4079
-58.895	1558.4474
-58.653	1558.4868
-58.499	1558.5263
-65.866	1558.5658
-65.128	1558.6053
-210	1558.6447
-210	1558.6842
-69.559	1558.7237
-210	1558.7632
-60.697	1558.8026
-210	1558.8421
-63.487	1558.8816
-210	1558.9211
-64.887	1558.9605
-210	1559
-210	1559.0395
-63.952	1559.0789
-59.961	1559.1184
-210	1559.1579
-210	1559.1974
-210	1559.2368
-63.185	1559.2763
-62.738	1559.3158
-210	1559.3553
-72.137	1559.3947
-210	1559.4342
-210	1559.4737
-62.502	1559.5132
-63.276	1559.5526
-60.535	1559.5921
-61.059	1559.6316
-210	1559.6711
-64.59699999999999	1559.7105
-65.61499999999999	1559.75
-61.2	1559.7895
-210	1559.8289
-62.746	1559.8684
-64.68600000000001	1559.9079
-210	1559.9474
-59.871	1559.9868
-210	1560.0263
-67.351	1560.0658
-62.638	1560.1053
-73.376	1560.1447
-61.823	1560.1842
-61.397	1560.2237
-210	1560.2632
-210	1560.3026
-210	1560.3421
-62.912	1560.3816
-65.892	1560.4211
-66.51000000000001	1560.4605
-65.105	1560.5
-64.59099999999999	1560.5395
-210	1560.5789
-210	1560.6184
-210	1560.6579
-210	1560.6974
-70.68300000000001	1560.7368
-61.211	1560.7763
-210	1560.8158
-69.696	1560.8553
-62.037	1560.8947
-210	1560.9342
-210	1560.9737
-64.02	1561.0132
-64.02	1561.0526
-210	1561.0921
-68.456	1561.1316
-66.489	1561.1711
-210	1561.2105
-210	1561.25
-64.298	1561.2895
-210	1561.3289
-65.14	1561.3684
-62.715	1561.4079
-61.122	1561.4474
-72.785	1561.4868
-66.017	1561.5263
-210	1561.5658
-210	1561.6053
-65.142	1561.6447
-66.492	1561.6842
-60.771	1561.7237
-64.366	1561.7632
-60.444	1561.8026
-210	1561.8421
-62.784	1561.8816
-210	1561.9211
-63.062	1561.9605
-73.389	1562
-64.20699999999999	1562.0395
-59.401	1562.0789
-64.598	1562.1184
-210	1562.1579
-210	1562.1974
-210	1562.2368
-210	1562.2763
-64.497	1562.3158
-64.917	1562.3553
-210	1562.3947
-65.464	1562.4342
-62.524	1562.4737
-59.527	1562.5132
-56.621	1562.5526
-56.1	1562.5921
-57.945	1562.6316
-63.235	1562.6711
-210	1562.7105
-64.81	1562.75
-64.116	1562.7895
-60.989	1562.8289
-64.791	1562.8684
-62.461	1562.9079
-69.928	1562.9474
-210	1562.9868
-68.21899999999999	1563.0263
-210	1563.0658
-210	1563.1053
-210	1563.1447
-63.21	1563.1842
-64.498	1563.2237
-59.915	1563.2632
-54.236	1563.3026
-53.67	1563.3421
-53.437	1563.3816
-53.58	1563.4211
-54.526	1563.4605
-57.423	1563.5
-62.762	1563.5395
-210	1563.5789
-61.662	1563.6184
-210	1563.6579
-73.52	1563.6974
-210	1563.7368
-210	1563.7763
-58.63	1563.8158
-71.786	1563.8553
-210	1563.8947
-67.364	1563.9342
-70.687	1563.9737
-72.158	1564.0132
-61.81	1564.0526
-55.843	1564.0921
-50.438	1564.1316
-49.855	1564.1711
-49.504	1564.2105
-49.951	1564.25
-50.609	1564.2895
-54.055	1564.3289
-59.523	1564.3684
-61.309	1564.4079
-60.811	1564.4474
-58.998	1564.4868
-63.902	1564.5263
-210	1564.5658
-210	1564.6053
-65.024	1564.6447
-61.181	1564.6842
-63.93	1564.7237
-61.605	1564.7632
-67.55800000000001	1564.8026
-210	1564.8421
-57.652	1564.8816
-54.229	1564.9211
-49.122	1564.9605
-48.258	1565
-48.23	1565.0395
-48.46	1565.0789
-50.256	1565.1184
-54.822	1565.1579
-57.845	1565.1974
-62.391	1565.2368
-62.844	1565.2763
-210	1565.3158
-210	1565.3553
-67.72799999999999	1565.3947
-210	1565.4342
-66.64400000000001	1565.4737
-73.38	1565.5132
-59.713	1565.5526
-69.583	1565.5921
-210	1565.6316
-61.584	1565.6711
-55.598	1565.7105
-48.651	1565.75
-45.56	1565.7895
-45.188	1565.8289
-45.226	1565.8684
-45.658	1565.9079
-47.766	1565.9474
-51.999	1565.9868
-56.177	1566.0263
-59.993	1566.0658
-210	1566.1053
-65.89100000000001	1566.1447
-63.507	1566.1842
-60.949	1566.2237
-210	1566.2632
-68.979	1566.3026
-63.35	1566.3421
-210	1566.3816
-73.379	1566.4211
-61.16	1566.4605
-60.554	1566.5
-55.886	1566.5395
-48.814	1566.5789
-45.757	1566.6184
-45.513	1566.6579
-45.451	1566.6974
-46.031	1566.7368
-48.307	1566.7763
-54.527	1566.8158
-57.002	1566.8553
-63.053	1566.8947
-61.94	1566.9342
-60.699	1566.9737
-210	1567.0132
-64.693	1567.0526
-61.759	1567.0921
-60.806	1567.1316
-210	1567.1711
-58.833	1567.2105
-65.75700000000001	1567.25
-61.353	1567.2895
-60.208	1567.3289
-56.966	1567.3684
-50.698	1567.4079
-47.026	1567.4474
-46.815	1567.4868
-46.799	1567.5263
-47.84	1567.5658
-49.541	1567.6053
-54.613	1567.6447
-58.406	1567.6842
-66.81699999999999	1567.7237
-62.213	1567.7632
-210	1567.8026
-210	1567.8421
-210	1567.8816
-210	1567.9211
-63.05	1567.9605
-60.309	1568
-210	1568.0395
-66.139	1568.0789
-65.14400000000001	1568.1184
-74.405	1568.1579
-61.717	1568.1974
-52.636	1568.2368
-49.843	1568.2763
-49.697	1568.3158
-50.224	1568.3553
-51.043	1568.3947
-52.678	1568.4342
-57.382	1568.4737
-67.003	1568.5132
-210	1568.5526
-210	1568.5921
-84.45099999999999	1568.6316
-210	1568.6711
-210	1568.7105
-210	1568.75
-210	1568.7895
-210	1568.8289
-210	1568.8684
-210	1568.9079
-210	1568.9474
-62.893	1568.9868
-71.631	1569.0263
-55.126	1569.0658
-52.536	1569.1053
-51.657	1569.1447
-52.105	1569.1842
-52.501	1569.2237
-54.863	1569.2632
-64.94	1569.3026
-210	1569.3421
-62.901	1569.3816
-61.351	1569.4211
-69.729	1569.4605
-210	1569.5
-59.16	1569.5395
-210	1569.5789
-210	1569.6184
-63.392	1569.6579
-66.051	1569.6974
-210	1569.7368
-66.221	1569.7763
-210	1569.8158
-60.851	1569.8553
-57.85	1569.8947
-54.641	1569.9342
-55.844	1569.9737
-54.127	1570.0132
-55.312	1570.0526
-57.941	1570.0921
-62.133	1570.1316
-64.44199999999999	1570.1711
-64.542	1570.2105
-63.643	1570.25
-61.264	1570.2895
-72.30500000000001	1570.3289
-210	1570.3684
-79.34099999999999	1570.4079
-210	1570.4474
-66.70399999999999	1570.4868
-210	1570.5263
-210	1570.5658
-63.226	1570.6053
-210	1570.6447
-59.375	1570.6842
-56.454	1570.7237
-55.6	1570.7632
-56.07	1570.8026
-55.714	1570.8421
-56.305	1570.8816
-60.427	1570.9211
-59.976	1570.9605
-71.675	1571
-210	1571.0395
-210	1571.0789
-210	1571.1184
-210	1571.1579
-71.679	1571.1974
-69.011	1571.2368
-210	1571.2763
-61.24	1571.3158
-60.249	1571.3553
-210	1571.3947
-210	1571.4342
-210	1571.4737
-59.898	1571.5132
-65.977	1571.5526
-57.559	1571.5921
-57.018	1571.6316
-57.162	1571.6711
-56.65	1571.7105
-59.796	1571.75
-210	1571.7895
-210	1571.8289
-59.015	1571.8684
-59.941	1571.9079
-64.10899999999999	1571.9474
-210	1571.9868
-68.383	1572.0263
-61.801	1572.0658
-210	1572.1053
-210	1572.1447
-210	1572.1842
-210	1572.2237
-62.078	1572.2632
-210	1572.3026
-210	1572.3421
-63.157	1572.3816
-57.93	1572.4211
-56.781	1572.4605
-62.027	1572.5
-57.386	1572.5395
-58.099	1572.5789
-66.14100000000001	1572.6184
-210	1572.6579
-210	1572.6974
-66.288	1572.7368
-210	1572.7763
-210	1572.8158
-66.005	1572.8553
-62.321	1572.8947
-71.467	1572.9342
-210	1572.9737
-210	1573.0132
-60.878	1573.0526
-63.392	1573.0921
-65.48999999999999	1573.1316
-210	1573.1711
-68.328	1573.2105
-57.249	1573.25
-57.839	1573.2895
-58.167	1573.3289
-56.933	1573.3684
-62.511	1573.4079
-60.719	1573.4474
-210	1573.4868
-67.678	1573.5263
-210	1573.5658
-210	1573.6053
-77.426	1573.6447
-210	1573.6842
-60.806	1573.7237
-70.105	1573.7632
-210	1573.8026
-210	1573.8421
-59.893	1573.8816
-210	1573.9211
-62.339	1573.9605
-210	1574
-61.734	1574.0395
-59.62	1574.0789
-57.8	1574.1184
-61.296	1574.1579
-59.032	1574.1974
-56.981	1574.2368
-59.377	1574.2763
-68.589	1574.3158
-62.516	1574.3553
-63.265	1574.3947
-62.654	1574.4342
-210	1574.4737
-210	1574.5132
-65.27500000000001	1574.5526
-210	1574.5921
-210	1574.6316
-210	1574.6711
-210	1574.7105
-59.415	1574.75
-210	1574.7895
-62.04	1574.8289
-210	1574.8684
-58.45	1574.9079
-58.06	1574.9474
-59.044	1574.9868
-58.882	1575.0263
-58.389	1575.0658
-57.997	1575.1053
-73.66200000000001	1575.1447
-69.131	1575.1842
-60.789	1575.2237
-59.943	1575.2632
-61.653	1575.3026
-70.765	1575.3421
-210	1575.3816
-62.284	1575.4211
-60.314	1575.4605
-210	1575.5
-210	1575.5395
-210	1575.5789
-59.612	1575.6184
-62.609	1575.6579
-210	1575.6974
-68.867	1575.7368
-59.974	1575.7763
-56.965	1575.8158
-57.268	1575.8553
-60.493	1575.8947
-64.961	1575.9342
-67.71599999999999	1575.9737
-64.651	1576.0132
-210	1576.0526
-60.187	1576.0921
-210	1576.1316
-210	1576.1711
-64.991	1576.2105
-64.063	1576.25
-62.433	1576.2895
-66.494	1576.3289
-210	1576.3684
-62.572	1576.4079
-65.22499999999999	1576.4474
-210	1576.4868
-69.10299999999999	1576.5263
-60.47	1576.5658
-63.925	1576.6053
-60.686	1576.6447
-57.566	1576.6842
-56.99	1576.7237
-61.03	1576.7632
-64.37	1576.8026
-210	1576.8421
-210	1576.8816
-70.85299999999999	1576.9211
-210	1576.9605
-210	1577
-63.844	1577.0395
-210	1577.0789
-210	1577.1184
-210	1577.1579
-210	1577.1974
-63.087	1577.2368
-64.869	1577.2763
-72.95399999999999	1577.3158
-210	1577.3553
-64.282	1577.3947
-64.375	1577.4342
-59.748	1577.4737
-60.929	1577.5132
-60.446	1577.5526
-66.211	1577.5921
-210	1577.6316
-63.379	1577.6711
-210	1577.7105
-65.312	1577.75
-72.958	1577.7895
-210	1577.8289
-210	1577.8684
-210	1577.9079
-210	1577.9474
-210	1577.9868
-64.669	1578.0263
-70.46299999999999	1578.0658
-210	1578.1053
-210	1578.1447
-210	1578.1842
-63.611	1578.2237
-60.206	1578.2632
-59.393	1578.3026
-57.972	1578.3421
-60.066	1578.3816
-59.701	1578.4211
-60.066	1578.4605
-210	1578.5
-210	1578.5395
-64.307	1578.5789
-210	1578.6184
-210	1578.6579
-67.172	1578.6974
-210	1578.7368
-68.16500000000001	1578.7763
-210	1578.8158
-64.29000000000001	1578.8553
-210	1578.8947
-64.574	1578.9342
-64.024	1578.9737
-61.44	1579.0132
-70.86499999999999	1579.0526
-210	1579.0921
-60.171	1579.1316
-59.394	1579.1711
-57.046	1579.2105
-61.768	1579.25
-65.94	1579.2895
-61.439	1579.3289
-59.424	1579.3684
-67.539	1579.4079
-210	1579.4474
-62.288	1579.4868
-71.3	1579.5263
-68.676	1579.5658
-210	1579.6053
-210	1579.6447
-61.485	1579.6842
-63.094	1579.7237
-210	1579.7632
-84.614	1579.8026
-210	1579.8421
-60.35	1579.8816
-64.379	1579.9211
-210	1579.9605
-210	1580
